id,ru,en,info
435,усложня́ть,to complicate,нсв I — усложни́ть св II
396,услу́га,"service, favour",
436,услу́га,"service, favour",
397,успева́ть,to have time,нсв I — успе́ть св I + инф.
437,успева́ть,to have time,нсв I — успе́ть св I + инф.
398,успе́х,"success, (good) luck
— Good luck!",— Жела́ю успе́ха!
438,успе́х,"success, (good) luck
— Good luck!",— Жела́ю успе́ха!
399,успе́шный,"successful; successfully, well","(-ая, -ое, -ые); успе́шно"
439,успе́шный,"successful; successfully, well","(-ая, -ое, -ые); успе́шно"
400,успока́иваться,"to calm, to settle down",нсв I — успоко́иться св II
440,успока́иваться,"to calm, to settle down",нсв I — успоко́иться св II
401,устава́ть,to get tired,"(устаю́, устаёшь) нсв I — уста́ть (уста́ну, уста́нешь) св I"
441,устава́ть,to get tired,"(устаю́, устаёшь) нсв I — уста́ть (уста́ну, уста́нешь) св I"
282,фа́брика,"factory, mill",
322,фа́брика,"factory, mill",
283,факс,fax,
323,факс,fax,
284,факт,fact,
324,факт,fact,
285,факульте́т,faculty,
325,факульте́т,faculty,
286,фальши́вый,"false, insincere; falsely
1) false coins
2) insincere smile","(-ая, -ое, -ые); фальши́во
1) фальши́вые моне́ты
2) фальши́вая улы́бка"
326,фальши́вый,"false, insincere; falsely
1) false coins
2) insincere smile","(-ая, -ое, -ые); фальши́во
1) фальши́вые моне́ты
2) фальши́вая улы́бка"
287,фами́лия,family name,
327,фами́лия,family name,
288,фанта́стика,"fantasy, science fiction",только ед.ч.
328,фанта́стика,"fantasy, science fiction",только ед.ч.
289,фарфо́р,"porcelain, china",только ед.ч.
329,фарфо́р,"porcelain, china",только ед.ч.
290,фаши́зм,fascism,только ед.ч.
330,фаши́зм,fascism,только ед.ч.
291,фаши́ст,fascist,
331,фаши́ст,fascist,
292,февра́ль,February,
332,февра́ль,February,
293,федера́льный,federal,"(ая, -ое, -ые)"
333,федера́льный,federal,"(ая, -ое, -ые)"
294,федера́ция,federation,
334,федера́ция,federation,
295,фен,hairdryer,
335,фен,hairdryer,
296,фе́рмер,farmer,
336,фе́рмер,farmer,
297,фестива́ль,festival,
337,фестива́ль,festival,
298,фи́зик,physicist,
338,фи́зик,physicist,
299,фи́зика,physics,только ед.ч.
339,фи́зика,physics,только ед.ч.
300,физи́ческий,physical; physically,"(-ая, -ое, -ие); физи́чески"
340,физи́ческий,physical; physically,"(-ая, -ое, -ие); физи́чески"
301,филе́,fillet,неизм.
341,филе́,fillet,неизм.
302,филиа́л,branch (of an organization),
342,филиа́л,branch (of an organization),
303,фило́лог,philologist,
343,фило́лог,philologist,
304,филологи́ческий,philological,"(-ая, -ое, -ие)"
344,филологи́ческий,philological,"(-ая, -ое, -ие)"
305,филоло́гия,philology,только ед.ч.
345,филоло́гия,philology,только ед.ч.
306,фило́соф,philosopher,
346,фило́соф,philosopher,
307,филосо́фия,philosophy,только ед.ч.
347,филосо́фия,philosophy,только ед.ч.
308,филосо́фский,philosophical,"(-ая, -ое, -ие)"
348,филосо́фский,philosophical,"(-ая, -ое, -ие)"
309,фильм,"film, movie",
349,фильм,"film, movie",
310,финанси́ровать,to finance,"(финанси́рую, финанси́руешь) нсв и св I"
350,финанси́ровать,to finance,"(финанси́рую, финанси́руешь) нсв и св I"
311,фи́ниш,finish,
351,фи́ниш,finish,
312,фиоле́товый,violet,"(-ая, -ое, -ые)"
352,фиоле́товый,violet,"(-ая, -ое, -ые)"
313,фи́рма,firm,
353,фи́рма,firm,
314,фи́рменный,branded,"(-ая, -ое, -ые)"
354,фи́рменный,branded,"(-ая, -ое, -ые)"
315,флаг,flag,
355,флаг,flag,
316,фле́шка,USB flash drive,разг.
356,фле́шка,USB flash drive,разг.
317,флот,"navy, (air) fleet",
357,флот,"navy, (air) fleet",
318,фойе́,foyer,неизм.
358,фойе́,foyer,неизм.
319,фона́рь,"lantern, lamp",
359,фона́рь,"lantern, lamp",
320,фонта́н,fountain,
360,фонта́н,fountain,
321,фо́рма,"shape, form, uniform
1) shape of circle
2) school uniform","1) фо́рма кру́га
2) шко́льная фо́рма"
361,фо́рма,"shape, form, uniform
1) shape of circle
2) school uniform","1) фо́рма кру́га
2) шко́льная фо́рма"
242,форма́льный,formal; formally,"(-ая, -ое, -ые); форма́льно"
243,формирова́ние,formation,только ед.ч.
244,формирова́ть,"to form, to organize","(формиру́ю, формиру́ешь) нсв I — сфор мирова́ть (сформиру́ю, сформиру́ешь) св I"
245,формирова́ться,"to form, to develop","(формиру́юсь, формиру́ешься) нсв I — сформирова́ться (сформиру́юсь, сформиру́ешься) св I"
246,формули́ровать,to formulate,"(формули́рую, формули́руешь) нсв I — сформули́ровать (сформули́рую, сформули́руешь) св I"
247,фотоаппара́т,camera,
248,фотографи́ровать,to photograph,"(фотографи́рую, фотографи́руешь) нсв I — сфотографи́ровать (сфотографи́рую, сфотографи́руешь) св I"
249,фотографи́роваться,to be photographed,"(фотографи́руюсь, фотографи́руешься) нсв I — сфотографи́роваться (сфотографи́руюсь, сфотографи́руешься) св I"
250,фотогра́фия,photo,
251,фрагме́нт,fragment,
252,фра́за,phrase,
254,францу́женка,Frenchwoman,р.п. мн.ч. францу́женок
253,францу́з,Frenchman,мн.ч. францу́зы
255,францу́зский,French,"(-ая, -ое, -ие)"
256,францу́зско-ру́сский,French-Russian,"(-ая, -ое, -ие)"
257,фронт,front,
258,фру́кты,fruits,мн.ч.
259,фунда́мент,foundation,
260,функциони́ровать,to function,"(функциони́рую, функциони́руешь) нсв I"
261,футбо́л,football,только ед.ч.
262,футболи́ст,football player,
263,футбо́лка,T-shirt,р.п. мн.ч. футбо́лок
264,хала́т,"dressing gown, robe, overall",
265,хара́ктер,character,
266,характеризова́ть,to characterize,"(характеризу́ю, характеризу́ешь) нсв I — охарактеризова́ть (охарактеризу́ю, охарактеризу́ешь) св I"
267,характери́стика,"description, reference",
268,характе́рный,typical,"(-ая, -ое, -ые); кр.ф. характе́рен (-рна, -рны)"
269,хвали́ть,"to compliment, to praise",нсв II — похвали́ть св II
270,хва́стать,to boast,нсв I — похва́стать св I
271,хвата́ть,"to be enough 
there is not enough time","нсв I — хвати́ть св II безл. 
не хвата́ет вре́мени"
272,хво́йный,coniferous,"(-ая, -ое, -ые)"
273,хвост,tail,
274,хи́мик,chemist,
275,хими́ческий,chemical,"(-ая, -ое, -ие)"
276,хи́мия,chemistry,только ед.ч.
277,химчи́стка,dry-cleaner’s,р.п. мн.ч. химчи́сток
278,хиру́рг,surgeon,
279,хи́трый,"cunning, sly; cunningly","(-ая, -ое, -ые); хи́тро"
280,хлеб,bread,только ед.ч.
281,хло́пать,"to clap, to bang
1) to clap, to applaud
2) to bang the door","нсв I — хло́пнуть св I
1) хло́пать в ладо́ши
2) хло́пнуть две́рью"
202,хло́пок,"clap, bang",р.п. хло́пка только ед.ч.
203,хо́бби,hobby,"ср.р., неизм."
204,ходи́ть,"to go, to walk, to wear
1) I like to go to the cinema.
2) We walked for a long time in the forest.
3) The child can already walk.
4) Usually she wears skirt.","(хожу́, хо́дишь) нсв I
1) куда? — Я люблю́ ходи́ть в кино́.
2) где? — Мы до́лго ходи́ли по ле́су.
3) Ребёнок уже́ хо́дит.
4) Обы́чно она́ хо́дит в ю́бке."
205,хозя́ин,"master, owner (he)",
206,хозя́йка,"master, owner (she)",р.п. мн.ч. хозя́ек
207,хозя́йство,"economy, household",
208,хоккеи́ст,hockey-player,
209,хокке́й,hockey,только ед.ч.
210,холл,hall,
211,хо́лод,"cold, coldness",
212,холоди́льник,refrigerator,
213,холо́дный,"cold, cool, light; it’s cold, coldly
1) cold water
2) light coat
3) cold glance, cold person","(-ая, -ое, -ые); хо́лодно
1) холо́дная вода́
2) холо́дное пальто́
3) холо́дный взгляд, челове́к"
